30.01 0.0924861 -0.712077 0.502412 2.03472 4.06196 4.77193 5.84467 8.58186 9.23412 7.86443 6.73369 5.35935 1.21713 -5.29098 -8.74193 -9.88694 -10.1525 -8.18243 -5.27634 -3.03478 -1.52886 -0.660809 -0.807872
30.06 -0.973538 -2.03518 -0.625748 1.02171 3.18533 4.04181 5.25174 8.04612 8.75289 7.88319 7.99306 7.26893 2.95687 -3.63628 -7.21068 -9.12933 -10.5132 -9.11958 -6.29349 -4.09163 -2.63032 -1.76267 -1.86856
30.11 -2.01773 -3.42876 -1.97388 -0.167921 2.28515 3.34944 4.6117 7.35241 8.08401 7.6858 8.925 8.83902 4.52518 -1.87105 -5.25138 -7.82756 -10.4774 -9.83375 -7.22637 -5.13677 -3.74427 -2.87018 -2.9138
30.16 -2.83001 -4.51883 -3.1865 -1.45369 1.23537 2.61247 3.89707 6.54027 7.30999 7.3611 9.47629 9.89582 5.78073 -0.159075 -3.15278 -6.10868 -9.94576 -10.1866 -7.94342 -6.07759 -4.83474 -3.95911 -3.90393
30.21 -3.56406 -5.43044 -4.18267 -2.6038 0.162111 1.78712 3.08776 5.63477 6.48039 6.96318 9.69288 10.4624 6.74314 1.4946 -1.09053 -4.25954 -9.0211 -10.1311 -8.3595 -6.85239 -5.89312 -5.03674 -4.83494
30.26 -4.1906 -6.258 -5.02664 -3.47861 -0.856763 0.804292 2.17345 4.66898 5.63981 6.5216 9.63623 10.6144 7.45076 3.1209 0.927713 -2.42809 -7.85934 -9.70953 -8.45462 -7.4262 -6.90187 -6.11005 -5.72808
30.31 -4.50928 -6.82297 -5.58518 -4.24709 -2.04115 -0.403273 1.17656 3.72965 4.86077 6.0692 9.35628 10.4155 7.89116 4.69448 2.93213 -0.642755 -6.55921 -8.98779 -8.24517 -7.77522 -7.80985 -7.14977 -6.59156
30.36 -4.53697 -7.09478 -5.89902 -4.92044 -3.36423 -1.84389 0.0495038 2.81662 4.13854 5.57404 8.85568 9.90244 8.03138 6.17207 4.95652 1.1184 -5.14289 -7.98964 -7.73657 -7.87761 -8.56223 -8.11228 -7.41648
30.41 -4.37047 -7.07363 -5.96169 -5.48036 -4.7557 -3.467 -1.22772 1.86787 3.39857 4.9461 8.09739 9.08727 7.84634 7.4952 6.96297 2.833 -3.63322 -6.69837 -6.88972 -7.67935 -9.09817 -8.95303 -8.18612
30.46 -4.09772 -6.86075 -5.82844 -5.86798 -5.86016 -4.93385 -2.65379 0.74219 2.55197 4.10969 7.06995 8.00781 7.36554 8.56609 8.75729 4.39515 -2.1138 -5.17148 -5.68553 -7.10816 -9.33778 -9.61398 -8.86717
