-2.10283 -11.6794 1.33534 2.39896 2.16989 -7.10233 -8.60363 
-2.20762 -11.6336 1.35022 2.35054 2.14295 -7.09209 -8.6451 
-2.31649 -11.5855 1.36491 2.30229 2.11478 -7.08101 -8.6851 
-2.42944 -11.5349 1.3794 2.25421 2.08536 -7.06903 -8.7236 
-2.54644 -11.482 1.39367 2.2063 2.05472 -7.05609 -8.76057 
-2.66737 -11.4268 1.40771 2.15853 2.02286 -7.04216 -8.79598 
-2.79207 -11.3692 1.42149 2.1109 1.98985 -7.02718 -8.82981 
-2.92034 -11.3095 1.43499 2.06339 1.95571 -7.01109 -8.86203 
-3.05189 -11.2477 1.44819 2.01601 1.92053 -6.99385 -8.89261 
-3.18641 -11.1839 1.46106 1.96872 1.88439 -6.97541 -8.92153 
-3.32351 -11.1183 1.47357 1.92154 1.84736 -6.95571 -8.94874 
-3.46282 -11.0511 1.48571 1.87444 1.80957 -6.93473 -8.97424 
-3.60389 -10.9825 1.49744 1.82742 1.7711 -6.91243 -8.998 
-3.74632 -10.9127 1.50872 1.78047 1.73208 -6.88876 -9.02 
-3.88967 -10.8418 1.51954 1.73358 1.69261 -6.8637 -9.04022 
-4.03353 -10.7701 1.52984 1.68674 1.65279 -6.83723 -9.05865 
-4.17752 -10.6978 1.53961 1.63995 1.61273 -6.80934 -9.07527 
-4.32127 -10.625 1.5488 1.59319 1.57253 -6.78001 -9.09008 
-4.46446 -10.5519 1.55737 1.54647 1.53227 -6.74925 -9.10307 
-4.60679 -10.4786 1.5653 1.49977 1.49203 -6.71705 -9.11424 
-4.74799 -10.4054 1.57253 1.45308 1.4519 -6.68342 -9.1236 
-4.88785 -10.3322 1.57904 1.4064 1.41192 -6.64838 -9.13114 
-5.02616 -10.2594 1.58478 1.35973 1.37217 -6.61195 -9.13687 
-5.16277 -10.1869 1.5897 1.31306 1.33268 -6.57416 -9.14081 
-5.29754 -10.1148 1.59378 1.26638 1.29351 -6.53502 -9.14297 
-5.43035 -10.0432 1.59697 1.21969 1.25469 -6.49458 -9.14336 
-5.56111 -9.97232 1.59923 1.17298 1.21624 -6.45286 -9.142 
-5.68975 -9.90208 1.60052 1.12625 1.17821 -6.40991 -9.13891 
-5.81622 -9.83257 1.60079 1.07948 1.1406 -6.36578 -9.13412 
-5.94048 -9.76387 1.60001 1.03268 1.10344 -6.3205 -9.12764 
-6.06249 -9.69601 1.59814 0.985846 1.06673 -6.27412 -9.11952 
-6.18224 -9.62905 1.59515 0.93896 1.0305 -6.22669 -9.10976 
-6.29971 -9.56303 1.59099 0.892023 0.994752 -6.17826 -9.09841 
-6.41491 -9.49798 1.58563 0.845029 0.959486 -6.12887 -9.08548 
-6.52785 -9.43393 1.57904 0.797972 0.924711 -6.07859 -9.07103 
-6.63852 -9.37093 1.57119 0.750845 0.890429 -6.02746 -9.05507 
-6.74695 -9.30899 1.56206 0.703644 0.856639 -5.97554 -9.03764 
-6.85315 -9.24814 1.55162 0.656363 0.823343 -5.92287 -9.01877 
-6.95714 -9.18841 1.53984 0.608996 0.790538 -5.86951 -8.9985 
-7.05895 -9.12981 1.52671 0.561538 0.758222 -5.81551 -8.97687 
-7.1586 -9.07236 1.51222 0.513982 0.72639 -5.76092 -8.95392 
-7.25611 -9.01608 1.49635 0.466324 0.69504 -5.70579 -8.92966 
-7.35151 -8.96098 1.4791 0.418557 0.664165 -5.65017 -8.90416 
-7.44484 -8.90707 1.46047 0.370678 0.633761 -5.59412 -8.87744 
-7.53611 -8.85436 1.44046 0.32268 0.603821 -5.53766 -8.84953 
-7.62536 -8.80285 1.41907 0.27456 0.57434 -5.48087 -8.82049 
-7.71261 -8.75255 1.39631 0.226313 0.545309 -5.42377 -8.79033 
-7.7979 -8.70347 1.37221 0.177935 0.516723 -5.36642 -8.75911 
-7.88125 -8.65559 1.34677 0.129424 0.488575 -5.30885 -8.72685 
-7.96269 -8.60892 1.32002 0.0807759 0.460856 -5.25112 -8.6936 
-8.04224 -8.56345 1.29198 0.031989 0.433559 -5.19325 -8.65939 
-8.11994 -8.51919 1.26269 -0.0169382 0.406677 -5.13529 -8.62425 
-8.19581 -8.47611 1.23217 -0.0660065 0.380202 -5.07727 -8.58822 
-8.26988 -8.43421 1.20047 -0.115216 0.354127 -5.01924 -8.55134 
-8.34217 -8.39348 1.16762 -0.164565 0.328442 -4.96123 -8.51364 
-8.4127 -8.35391 1.13366 -0.214053 0.303141 -4.90327 -8.47515 
-8.4815 -8.31547 1.09864 -0.263676 0.278215 -4.8454 -8.43591 
-8.5486 -8.27817 1.06259 -0.31343 0.253658 -4.78764 -8.39595 
-8.614 -8.24197 1.02558 -0.363312 0.229461 -4.73002 -8.35531 
-8.67775 -8.20686 0.987647 -0.413314 0.205616 -4.67258 -8.31401 
-8.73984 -8.17283 0.948839 -0.463431 0.182117 -4.61535 -8.27208 
-8.80031 -8.13984 0.909207 -0.513654 0.158955 -4.55834 -8.22955 
-8.85917 -8.10789 0.868803 -0.563973 0.136123 -4.50159 -8.18646 
-8.91643 -8.07695 0.827677 -0.614379 0.113614 -4.44512 -8.14284 
-8.97212 -8.047 0.78588 -0.664861 0.091421 -4.38895 -8.0987 
-9.02626 -8.01802 0.743462 -0.715405 0.0695367 -4.33311 -8.05408 
-9.07884 -7.98998 0.700473 -0.766 0.0479544 -4.27761 -8.00901 
-9.12989 -7.96286 0.656961 -0.81663 0.0266671 -4.22248 -7.9635 
-9.17942 -7.93664 0.612976 -0.86728 0.00566841 -4.16773 -7.91759 
-9.22744 -7.91129 0.568563 -0.917934 -0.0150483 -4.11338 -7.8713 
-9.27396 -7.8868 0.523768 -0.968575 -0.0354893 -4.05945 -7.82464 
-9.319 -7.86313 0.478636 -1.01919 -0.0556607 -4.00596 -7.77766 
-9.36255 -7.84027 0.433209 -1.06975 -0.0755687 -3.95291 -7.73035 
-9.40463 -7.81819 0.387528 -1.12024 -0.0952191 -3.90033 -7.68276 
-9.44525 -7.79688 0.341633 -1.17065 -0.114618 -3.84823 -7.63489 
-9.4844 -7.7763 0.295562 -1.22095 -0.13377 -3.79662 -7.58676 
-9.52211 -7.75644 0.249349 -1.27112 -0.152681 -3.74551 -7.5384 
-9.55836 -7.73727 0.20303 -1.32114 -0.171357 -3.6949 -7.48982 
