-5.204500000000000098e-02 -1.697660000000000002e-01 -3.465100000000000124e-02 -3.735419999999999713e-02 -1.512580000000000036e-01 -9.589200000000000501e-02 -9.855999999999999484e-02 -5.278979999999999784e-02
-1.354090000000000068e-03 -1.747340000000000004e-01 -1.706880000000000064e-01 -2.027970000000000120e-02 -4.972309999999999924e-02 -1.016029999999999989e-01 -1.667430000000000023e-01 -1.789340000000000097e-01
-1.206699999999999995e-01 -4.974590000000000262e-02 -1.424989999999999868e-01 -7.127920000000000089e-02 -9.354010000000000102e-02 -1.511969999999999981e-01 -1.534860000000000113e-01 -7.661350000000000104e-02
-1.979529999999999901e-01 -1.133590000000000014e-01 -7.749459999999999682e-02 -1.353080000000000116e-01 -8.407609999999999389e-03 -1.150550000000000045e-01 -1.975820000000000076e-01 -1.764000000000000012e-01
-1.664329999999999976e-01 -1.086160000000000042e-01 -1.585060000000000080e-01 -9.915609999999999702e-02 -1.185090000000000032e-01 -1.795569999999999944e-01 -1.357440000000000035e-01 -3.112559999999999980e-02
-1.692339999999999955e-01 -7.660469999999999779e-02 -1.238430000000000086e-02 -1.706509999999999971e-01 -1.209849999999999953e-01 -7.795779999999999377e-02 -1.315179999999999960e-01 -1.602329999999999866e-01
-6.269550000000000123e-02 -4.831080000000000096e-02 -1.752569999999999961e-01 -1.076300000000000034e-01 -1.690149999999999986e-01 -1.658959999999999879e-01 -2.948519999999999960e-02 -9.073150000000000659e-02
-1.854190000000000005e-01 -9.987319999999999531e-02 -5.175919999999999827e-02 -1.371159999999999879e-01 -7.425809999999999356e-02 -1.912040000000000128e-01 -8.226500000000000479e-02 -1.000940000000000024e-01
-1.585469999999999935e-01 -4.875609999999999666e-02 -2.317169999999999994e-02 -1.515489999999999893e-01 -1.300340000000000107e-01 -1.655979999999999952e-01 -1.638449999999999906e-01 -3.765530000000000266e-02
-1.493929999999999980e-01 -1.405270000000000130e-01 -9.938919999999999699e-02 -1.138640000000000069e-01 -1.328550000000000009e-01 -4.043610000000000260e-02 -4.657050000000000078e-02 -2.526319999999999955e-02
-3.434709999999999847e-02 -1.959859999999999935e-01 -3.376869999999999872e-02 -1.766510000000000025e-01 -4.519909999999999900e-02 -1.754449999999999898e-01 -4.174739999999999701e-02 -9.607620000000000049e-02
-1.632399999999999962e-01 -9.954109999999999348e-02 -1.233069999999999999e-01 -7.518829999999999958e-02 -2.012869999999999937e-01 -1.616829999999999934e-01 -1.303880000000000039e-01 -7.070379999999999721e-02
-1.159939999999999999e-01 -1.679910000000000014e-01 -6.905680000000000152e-02 -8.731289999999999885e-02 -1.740299999999999903e-01 -1.504689999999999916e-01 -1.893710000000000115e-01 -1.434140000000000137e-01
-1.545469999999999899e-01 -1.879240000000000077e-01 -1.208140000000000047e-01 -7.482310000000000350e-02 -1.812699999999999867e-01 -1.765150000000000052e-01 -7.117310000000000303e-02 -4.145200000000000273e-02
-6.426740000000000230e-02 -1.747470000000000134e-01 -1.103900000000000020e-01 -4.718399999999999678e-02 -1.284889999999999921e-01 -1.612119999999999942e-01 -3.098949999999999969e-02 -4.248529999999999668e-02
-3.610259999999999858e-02 -9.674309999999999854e-02 -7.342279999999999640e-02 -3.181219999999999881e-02 -9.895750000000000379e-02 -8.862240000000000395e-02 -1.138819999999999937e-02 -7.943010000000000348e-02
-1.740059999999999940e-01 -7.034899999999999487e-02 -1.605530000000000013e-01 -6.056170000000000303e-02 -1.425180000000000058e-01 -6.381100000000000660e-02 -6.847369999999999846e-02 -1.029700000000000060e-01
-7.845240000000000546e-02 -6.041679999999999967e-02 -3.735410000000000119e-02 -1.317059999999999897e-01 -1.355860000000000121e-01 -1.937989999999999990e-01 -1.188270000000000021e-01 -1.525729999999999864e-01
-1.508690000000000031e-01 -8.123579999999999690e-02 -1.484350000000000114e-01 -1.295719999999999927e-01 -7.601120000000000099e-02 -1.650999999999999968e-01 -1.526300000000000053e-02 -4.735810000000000020e-02
-1.350179999999999991e-01 -3.397120000000000001e-02 -1.334770000000000123e-01 -5.378190000000000054e-02 -1.856099999999999972e-01 -1.495529999999999915e-01 -1.352490000000000081e-01 -4.564549999999999857e-02
-7.081250000000000044e-02 -1.715740000000000043e-01 -2.756499999999999923e-02 -1.119629999999999931e-01 -9.239070000000000615e-02 -1.226320000000000049e-01 -9.998680000000000068e-02 -6.100719999999999754e-02
-8.966810000000000058e-02 -1.468810000000000116e-01 -1.842409999999999881e-01 -1.804959999999999898e-01 -1.022040000000000032e-01 -1.267210000000000003e-01 -8.363729999999999776e-02 -1.169759999999999966e-01
-1.122350000000000014e-01 -1.851190000000000058e-01 -6.292240000000000333e-02 -4.572369999999999907e-02 -8.436330000000000218e-02 -5.494840000000000141e-02 -1.607389999999999930e-01 -4.938170000000000059e-02
-1.708139999999999936e-01 -1.798049999999999926e-01 -1.194120000000000043e-01 -1.053230000000000000e-01 -1.572199999999999986e-01 -4.409960000000000269e-02 -4.588160000000000155e-02 -1.260380000000000111e-01
-3.772500000000000159e-02 -5.172729999999999689e-02 -7.469910000000000438e-02 -1.458840000000000137e-01 -7.569489999999999552e-02 -1.715740000000000043e-01 -1.177799999999999958e-01 -4.592220000000000329e-02
-1.620550000000000046e-01 -1.374809999999999921e-01 -1.161190000000000000e-01 -5.346069999999999989e-02 -1.259059999999999901e-01 -1.159359999999999974e-01 -4.561899999999999983e-02 -1.356040000000000023e-01
-3.902900000000000119e-02 -1.571730000000000071e-01 -9.528319999999999845e-02 -5.942009999999999653e-02 -1.356209999999999916e-01 -1.545229999999999937e-01 -1.282520000000000049e-01 -1.265699999999999881e-01
-3.070049999999999862e-02 -1.780609999999999971e-01 -1.306609999999999994e-01 -8.158700000000000674e-02 -1.880199999999999927e-01 -9.413430000000000408e-02 -4.806099999999999955e-02 -5.358489999999999781e-02
-1.756199999999999983e-01 -6.440440000000000054e-02 -1.583090000000000053e-01 -1.595360000000000111e-01 -1.787239999999999940e-01 -1.210419999999999968e-01 -1.410800000000000110e-01 -1.718309999999999976e-02
-1.508609999999999951e-01 -2.127370000000000094e-01 -1.617730000000000001e-01 -6.902880000000000127e-02 -5.867889999999999912e-02 -6.506059999999999621e-02 -8.885600000000000442e-02 -8.757869999999999544e-02
-1.357269999999999865e-01 -4.506729999999999764e-02 -1.647430000000000005e-01 -1.701840000000000019e-01 -4.808569999999999858e-03 -1.184920000000000001e-01 -1.613759999999999917e-01 -1.588469999999999882e-01
-4.903949999999999976e-02 -9.803720000000000490e-02 -2.575799999999999965e-02 -1.639480000000000104e-01 -5.981510000000000299e-02 -1.731540000000000024e-01 -1.702140000000000042e-01 -1.971320000000000017e-01
-1.132910000000000028e-01 -7.226319999999999966e-02 -9.424929999999999419e-02 4.455920000000000258e-04 -2.547380000000000130e-02 -1.416429999999999911e-01 -9.660280000000000256e-02 -1.095509999999999956e-01
