50.005 0.99044 0.0679199 0.339134 0.99977 0.528443 0.680006 0.984919 0.0698432 0.464739 0.0931884 0.984466 0.148951 0.93039 0.985118 0.00372017 0.487366 0.259021 0.907301 0.210445 0.964106 0.150979 0.00123933 0.424978 0.867441 0.999043 0.471307 0.868201 0.00618554 0.281152 0.0320348 0.969579 0.999999 0.89983 0.392447 0.0101278 0.962087 0.0142089 0.916957 1 0.902593 0.192764 0.770898 0.998657 0.0420998 0.411949 0.999601 0.62379 0.724194 0.994605 0.43286 0.801886 0.41629 0.77119 0.39972 0.740493 0.38315 0.709797 -0.0152885 0.789864 -0.0145975 0.754161 -0.0139064 0.718458 0.135394 0.563614 0.128314 0.534141 0.121234 0.504668 0.302366 0.316635 0.283612 0.296996 0.264859 0.277358 0.378081 0.0664053 0.349271 0.0613451 0.320461 0.056285 0.38045 0.0733512 0.342868 0.0661053 0.305285 0.0588594 0.267703 0.0516135 0.121558 0.193686 0.101706 0.162055 0.0818537 0.130423 0.0620013 0.0987906
50.055 0.992124 0.0496073 0.546409 0.999901 0.606095 0.559735 0.981289 0.106565 0.453645 0.0798184 0.991762 0.15279 0.922373 0.992759 0.00595461 0.486044 0.211715 0.884449 0.193103 0.962303 0.22997 0.00093566 0.451197 0.803638 0.997642 0.41623 0.906489 0.00938224 0.105257 0.058782 0.97238 0.999997 0.863839 0.437533 0.00600445 0.94737 0.0134391 0.929898 1 0.91381 0.208621 0.622944 0.998758 0.0311554 0.53395 0.999734 0.67876 0.590741 0.991517 0.538941 0.721417 0.51831 0.693801 0.49768 0.666185 0.477049 0.638569 -0.0258771 0.794806 -0.0247074 0.75888 -0.0235377 0.722953 0.1038 0.575644 0.0983719 0.545542 0.0929439 0.51544 0.30083 0.355394 0.282172 0.333351 0.263513 0.311309 0.312408 0.0778784 0.288602 0.071944 0.264796 0.0660095 0.386834 0.0653681 0.348621 0.0589108 0.310408 0.0524535 0.272195 0.0459962 0.139339 0.174193 0.116582 0.145745 0.0938263 0.117296 0.0710702 0.088848
50.105 0.990797 0.0377212 0.748656 0.999955 0.670087 0.440278 0.974654 0.165798 0.436001 0.0696513 0.995907 0.161247 0.9132 0.995839 0.00948727 0.484213 0.176676 0.873025 0.178702 0.959558 0.340977 0.000823428 0.46773 0.723466 0.994609 0.368546 0.931494 0.0148344 0.0365163 0.108728 0.972624 0.999994 0.811087 0.498306 0.00414792 0.926213 0.0130098 0.939774 1 0.922298 0.228911 0.416019 0.998472 0.0237757 0.647732 0.999825 0.722879 0.45456 0.986468 0.668998 0.62664 0.643388 0.602652 0.617779 0.578664 0.59217 0.554676 -0.026502 0.795195 -0.025304 0.759251 -0.0241061 0.723307 0.0781872 0.588827 0.0740985 0.558035 0.0700099 0.527244 0.288822 0.387414 0.270909 0.363385 0.252995 0.339357 0.261347 0.0955297 0.241432 0.0882502 0.221517 0.0809707 0.389629 0.0569795 0.35114 0.0513508 0.312651 0.0457222 0.274162 0.0400935 0.158671 0.150756 0.132757 0.126135 0.106844 0.101515 0.0809305 0.0768938
50.155 0.98722 0.0297515 0.879533 0.999979 0.721809 0.340132 0.963572 0.26656 0.407096 0.0634622 0.998108 0.17693 0.902224 0.997146 0.0148914 0.481877 0.150956 0.878604 0.167081 0.956036 0.485477 0.000847697 0.477654 0.631358 0.988642 0.327625 0.947005 0.0239388 0.0143307 0.180313 0.969009 0.999985 0.74612 0.575138 0.00336834 0.895269 0.0129481 0.947856 1 0.92817 0.252901 0.217599 0.997712 0.0186345 0.741022 0.999885 0.758492 0.33827 0.978423 0.797748 0.528184 0.76721 0.507965 0.736672 0.487746 0.706134 0.467527 -0.0127742 0.791872 -0.0121967 0.756078 -0.0116193 0.720284 0.0565278 0.604316 0.0535719 0.572714 0.0506159 0.541113 0.266467 0.412938 0.24994 0.387326 0.233413 0.361715 0.234319 0.120259 0.216463 0.111095 0.198608 0.101931 0.388943 0.0482004 0.350521 0.043439 0.3121 0.0386776 0.273679 0.0339161 0.177836 0.125986 0.148793 0.105411 0.119749 0.0848351 0.090706 0.0642597
50.205 0.98229 0.0242751 0.942878 0.999989 0.763349 0.266343 0.945699 0.441832 0.358792 0.0626238 0.999183 0.20557 0.887745 0.997696 0.0229377 0.478883 0.13193 0.90039 0.158188 0.951781 0.648982 0.00101183 0.483234 0.534298 0.978084 0.292646 0.956004 0.0388007 0.00646467 0.259792 0.959471 0.999957 0.674651 0.661351 0.00320879 0.848668 0.0133704 0.954838 1 0.931367 0.279727 0.0963092 0.996193 0.0149567 0.809935 0.999923 0.787488 0.250538 0.965839 0.901082 0.436112 0.866589 0.419417 0.832095 0.402723 0.797601 0.386029 0.0241017 0.784838 0.0230122 0.749362 0.0219228 0.713886 0.0367182 0.622413 0.0347981 0.589866 0.032878 0.557318 0.235814 0.43293 0.221188 0.406078 0.206562 0.379227 0.227277 0.151731 0.209958 0.140169 0.192639 0.128607 0.384351 0.0413744 0.346384 0.0372873 0.308416 0.0332001 0.270448 0.029113 0.195127 0.102544 0.16326 0.0857969 0.131393 0.0690499 0.0995255 0.0523029
50.255 0.977041 0.020445 0.970806 0.999994 0.79676 0.217457 0.917466 0.694729 0.283576 0.0703918 0.999666 0.258057 0.86544 0.997849 0.0346888 0.474894 0.117442 0.929769 0.152051 0.946765 0.797684 0.00136935 0.485996 0.440443 0.961552 0.262796 0.960624 0.0624569 0.00330069 0.331317 0.940902 0.999878 0.602363 0.745363 0.00354177 0.775603 0.0145679 0.96101 1 0.931538 0.30848 0.0415866 0.993454 0.0122715 0.857654 0.999947 0.811271 0.188697 0.946322 0.973318 0.356559 0.936059 0.34291 0.8988 0.329261 0.861541 0.315612 0.0943599 0.772704 0.0900947 0.737776 0.0858295 0.702849 0.0180178 0.64174 0.0170756 0.608182 0.0161334 0.574623 0.200301 0.448649 0.187877 0.420822 0.175454 0.392996 0.23191 0.187836 0.214238 0.173522 0.196566 0.159209 0.374573 0.0384559 0.337571 0.0346571 0.30057 0.0308583 0.263568 0.0270595 0.209497 0.0820648 0.175283 0.0686623 0.141069 0.0552599 0.106855 0.0418575
50.305 0.971831 0.0177373 0.983497 0.999997 0.823771 0.189345 0.873668 0.888976 0.197188 0.0929725 0.999867 0.34179 0.826046 0.997678 0.0517185 0.469351 0.105677 0.956161 0.148764 0.940925 0.90078 0.00203339 0.486948 0.356953 0.93918 0.237365 0.962319 0.0991107 0.00190305 0.387088 0.909396 0.999662 0.533769 0.816621 0.00443552 0.656496 0.0172627 0.966409 0.999999 0.927611 0.338677 0.0191834 0.988901 0.0102834 0.889856 0.999962 0.830843 0.146221 0.91585 1.01983 0.291555 0.980795 0.280394 0.941755 0.269234 0.902716 0.258073 0.184371 0.751958 0.176037 0.717968 0.167703 0.683979 0.00147319 0.659422 0.00139615 0.624939 0.00131912 0.590456 0.163939 0.461423 0.153771 0.432805 0.143603 0.404186 0.239956 0.225171 0.221671 0.208013 0.203386 0.190854 0.356868 0.0396016 0.321615 0.0356896 0.286363 0.0317776 0.25111 0.0278656 0.220642 0.0650145 0.184607 0.0543967 0.148573 0.0437788 0.112539 0.0331609
50.355 0.966133 0.0158074 0.989709 0.999998 0.845686 0.177469 0.80716 0.961482 0.130891 0.136956 0.999947 0.442703 0.757656 0.997107 0.0766886 0.461359 0.0952707 0.974675 0.14852 0.934194 0.955589 0.00319487 0.486743 0.287971 0.913979 0.215777 0.962037 0.154333 0.00124923 0.426929 0.861324 0.99911 0.471548 0.870534 0.00613932 0.467357 0.0233886 0.970924 0.999999 0.916859 0.371058 0.00981715 0.981889 0.00880223 0.911662 0.999971 0.846901 0.117063 0.866927 1.04799 0.24021 1.00787 0.231015 0.967755 0.221819 0.927638 0.212624 0.261339 0.717553 0.249526 0.685119 0.237713 0.652684 -0.0110635 0.672832 -0.010485 0.637647 -0.00990641 0.602463 0.130213 0.472563 0.122137 0.443254 0.114061 0.413944 0.245087 0.260356 0.226411 0.240516 0.207735 0.220677 0.326649 0.0441774 0.294381 0.0398134 0.262114 0.0354494 0.229846 0.0310854 0.228748 0.0510395 0.19139 0.042704 0.154032 0.0343684 0.116674 0.0260329
50.405 0.958848 0.0144263 0.993005 0.999998 0.863419 0.177305 0.7095 0.983038 0.0890947 0.205871 0.999978 0.54031 0.655912 0.995935 0.114564 0.44944 0.0857839 0.986077 0.151788 0.926478 0.980001 0.00514294 0.485785 0.234121 0.892098 0.197589 0.960371 0.234964 0.000944675 0.45373 0.794882 0.9978 0.416718 0.908225 0.00913618 0.239071 0.037962 0.974305 0.999998 0.893965 0.408763 0.00567762 0.971813 0.0077027 0.926802 0.999976 0.859911 0.0968224 0.785035 1.06359 0.199718 1.02288 0.192073 0.982163 0.184428 0.941448 0.176782 0.321053 0.665328 0.306541 0.635255 0.292029 0.605181 -0.0178084 0.681026 -0.0168771 0.645413 -0.0159459 0.609801 0.101091 0.483341 0.0948206 0.453363 0.0885507 0.423385 0.24331 0.291149 0.22477 0.268963 0.206229 0.246777 0.281644 0.0518295 0.253822 0.0467096 0.226 0.0415897 0.198178 0.0364698 0.234206 0.0393036 0.195957 0.0328847 0.157707 0.0264658 0.119458 0.020047
50.455 0.948554 0.0134573 0.994886 0.999999 0.877569 0.185352 0.575135 0.990076 0.0633208 0.299224 0.999991 0.624348 0.533193 0.993797 0.175032 0.430999 0.0778124 0.992714 0.159681 0.917556 0.990269 0.00828566 0.484281 0.193572 0.881076 0.18249 0.95767 0.347604 0.000831059 0.470755 0.711391 0.99495 0.369204 0.9333 0.0142469 0.0901401 0.0698826 0.976051 0.999996 0.854052 0.457581 0.00377475 0.958122 0.00690149 0.93781 0.999977 0.87015 0.0825739 0.648565 1.07036 0.166414 1.02939 0.160044 0.988416 0.153674 0.947442 0.147303 0.375448 0.595188 0.358477 0.568285 0.341506 0.541381 -0.0166129 0.684423 -0.0157442 0.648633 -0.0148755 0.612842 0.0766707 0.494971 0.0719154 0.464271 0.06716 0.433572 0.232775 0.316709 0.215037 0.292575 0.197299 0.268442 0.233288 0.062994 0.210243 0.0567712 0.187198 0.0505484 0.164153 0.0443256 0.237434 0.0286614 0.198658 0.0239806 0.159881 0.0192997 0.121104 0.0146189
