9.984586249999999330e-01 8.679598749999999363e-01 7.109152499999999986e-01 8.956347499999999240e-01 9.922678750000000214e-01
2.132641250000000266e-01 9.767116249999999722e-01 1.361447500000000088e-01 8.379356249999999617e-01 9.786916249999999540e-01
2.634318750000000375e-01 9.362559999999999771e-01 9.819386249999999539e-01 8.177277499999999755e-01 7.522409999999999375e-01
9.523650000000000171e-01 2.198765249999999893e-01 1.548025000000000095e-01 9.410601249999999141e-01 9.614104999999999457e-01
9.987513749999999968e-01 7.863887499999999697e-01 -1.466909524999999992e-01 9.595647499999999663e-01 9.996387500000000204e-01
4.318018750000000017e-01 9.530315000000000314e-01 9.654247499999999427e-01 9.927734999999999754e-01 9.747463750000000537e-01
7.641248750000000367e-01 8.714891250000000866e-01 -4.257660249999999785e-02 7.785626250000000637e-01 9.803917500000000063e-01
9.714063749999999331e-01 1.142642500000000090e-03 4.712515000000000454e-01 9.719403749999999675e-01 9.715503750000000771e-01
8.874128749999999899e-01 3.261021250000000204e-01 1.914951250000000160e-01 9.988322499999999771e-01 9.982367500000000060e-01
9.948710000000000608e-01 7.242821249999999988e-01 9.887012500000000870e-01 8.963022499999999670e-01 9.901372500000000798e-01
8.617898749999999275e-01 7.846411249999999393e-01 7.243566249999999762e-01 7.789938750000000578e-01 8.612721249999999440e-01
9.671283749999999291e-01 9.990394999999999692e-01 1.721088749999999945e-01 9.981593749999999599e-01 9.870323750000000729e-01
9.937777500000000153e-01 9.013006249999999664e-01 1.936624374999999787e-01 9.911672499999999442e-01 9.866354999999999986e-01
9.524345000000000727e-01 9.931404999999999816e-01 9.713409874999999472e-02 9.827983750000000018e-01 9.947931249999999448e-01
9.644973749999999901e-01 2.666631250000000009e-01 9.612792500000000295e-01 9.913507500000000583e-01 9.639229999999999743e-01
