40.005 -0.190647 -0.549447 -0.88702 -0.98886 -0.781539 -0.402976 -0.176725 -0.475573 -1.50338 -0.67019 2.42787 3.57433 2.10891 -0.213066 -1.15739 -1.56983 -2.78044 -2.90893 -1.89971 -1.27602 -1.19111 -0.969772 -0.719984
40.055 -0.232863 -0.575495 -0.869076 -0.927569 -0.707401 -0.361232 -0.202107 -0.574722 -1.66359 -0.777261 2.38121 3.48533 2.1271 0.0726576 -0.801362 -1.3502 -2.7223 -2.96818 -1.9866 -1.42806 -1.46195 -1.2738 -0.962832
40.105 -0.271789 -0.59681 -0.848403 -0.868447 -0.639108 -0.323159 -0.223057 -0.662056 -1.8116 -0.883988 2.3188 3.38177 2.14934 0.347551 -0.483217 -1.14986 -2.6396 -2.9867 -2.04419 -1.55968 -1.72287 -1.57689 -1.20767
40.155 -0.306944 -0.613575 -0.825632 -0.811492 -0.575497 -0.287977 -0.24199 -0.742691 -1.94752 -0.986005 2.2454 3.26985 2.17085 0.608147 -0.1893 -0.967019 -2.54652 -2.97303 -2.0788 -1.67135 -1.96526 -1.86929 -1.44898
40.205 -0.337664 -0.625675 -0.801052 -0.75674 -0.516288 -0.255972 -0.260206 -0.817099 -2.06814 -1.08188 2.15705 3.14192 2.18044 0.860475 0.106772 -0.787462 -2.45239 -2.94209 -2.10167 -1.76728 -2.18378 -2.14283 -1.68044
40.255 -0.363573 -0.633174 -0.774932 -0.704251 -0.461491 -0.227728 -0.278825 -0.885002 -2.1682 -1.1683 2.04718 2.98708 2.16939 1.1097 0.419719 -0.597962 -2.35559 -2.90297 -2.12149 -1.85251 -2.37721 -2.39327 -1.89721
40.305 -0.384617 -0.636316 -0.747519 -0.654061 -0.411301 -0.204278 -0.299529 -0.94624 -2.24062 -1.23922 1.91003 2.79574 2.1317 1.35616 0.751107 -0.390524 -2.24765 -2.85679 -2.14211 -1.93107 -2.54678 -2.61928 -2.09619
40.355 -0.400979 -0.63542 -0.718993 -0.606226 -0.366212 -0.187098 -0.324096 -1.00008 -2.27823 -1.28825 1.74289 2.56265 2.06346 1.5946 1.09276 -0.162981 -2.11788 -2.79851 -2.16275 -2.00483 -2.69437 -2.8211 -2.27563
40.405 -0.412977 -0.630799 -0.689487 -0.560935 -0.327017 -0.177662 -0.353423 -1.04472 -2.27636 -1.31152 1.54721 2.28861 1.96318 1.8154 1.42996 0.0821262 -1.9563 -2.7203 -2.17966 -2.07283 -2.82084 -2.99976 -2.43489
40.455 -0.42101 -0.622747 -0.659139 -0.518522 -0.294595 -0.176983 -0.387304 -1.078 -2.23355 -1.30798 1.32767 1.97938 1.83163 2.00725 1.74594 0.341133 -1.75586 -2.61754 -2.19031 -2.1317 -2.92341 -3.15507 -2.57352
40.505 -0.425546 -0.611553 -0.628079 -0.479311 -0.269662 -0.185802 -0.425809 -1.0991 -2.14849 -1.27512 1.08879 1.64091 1.67032 2.16086 2.0273 0.609596 -1.51472 -2.48864 -2.19273 -2.1812 -2.99952 -3.2826 -2.68917
40.555 -0.426898 -0.597414 -0.596419 -0.443545 -0.252881 -0.205705 -0.471852 -1.10985 -2.01088 -1.19982 0.828368 1.26985 1.47598 2.2685 2.26225 0.872692 -1.23079 -2.31351 -2.16824 -2.22495 -3.06327 -3.3835 -2.7813
40.605 -0.42527 -0.58041 -0.563979 -0.411054 -0.245535 -0.242217 -0.535771 -1.11353 -1.78107 -1.04311 0.522299 0.832176 1.22645 2.32203 2.44475 1.11782 -0.89416 -2.05875 -2.08498 -2.25751 -3.13618 -3.47289 -2.85826
40.655 -0.420901 -0.560282 -0.529825 -0.381654 -0.251837 -0.306873 -0.630055 -1.09971 -1.39223 -0.761418 0.125019 0.266911 0.881221 2.30934 2.57399 1.34618 -0.48917 -1.69784 -1.91607 -2.26146 -3.22557 -3.56917 -2.93424
40.705 -0.413344 -0.536103 -0.493588 -0.358157 -0.278754 -0.403778 -0.741505 -1.04029 -0.861813 -0.396544 -0.340962 -0.394814 0.453082 2.20662 2.61268 1.5349 -0.0234974 -1.22615 -1.64878 -2.2141 -3.31869 -3.67951 -3.01942
40.755 -0.401727 -0.507167 -0.456623 -0.344712 -0.328677 -0.524443 -0.850865 -0.935299 -0.265918 -0.00187709 -0.804799 -1.05936 -0.00687483 1.99788 2.51837 1.64821 0.47151 -0.663578 -1.2894 -2.09885 -3.38979 -3.79459 -3.11461
40.805 -0.385511 -0.473595 -0.420802 -0.343432 -0.399328 -0.660155 -0.952278 -0.799514 0.35368 0.406381 -1.22738 -1.67358 -0.468289 1.68865 2.28751 1.67134 0.962127 -0.0432871 -0.857663 -1.90972 -3.40992 -3.89216 -3.21123
40.855 -0.364599 -0.436042 -0.387567 -0.354523 -0.487519 -0.8069 -1.04933 -0.647283 0.989363 0.837335 -1.59651 -2.21871 -0.919373 1.28627 1.92617 1.59888 1.42461 0.606922 -0.374071 -1.64701 -3.35239 -3.94332 -3.29369
40.905 -0.339166 -0.395336 -0.357746 -0.377248 -0.59124 -0.966074 -1.15219 -0.490789 1.65412 1.31674 -1.90435 -2.68331 -1.35709 0.78005 1.41911 1.41665 1.84337 1.27074 0.147118 -1.31093 -3.19206 -3.91615 -3.3413
40.955 -0.309387 -0.352123 -0.331964 -0.412056 -0.711713 -1.13911 -1.25604 -0.312949 2.34574 1.81506 -2.16053 -3.08601 -1.7835 0.209841 0.827652 1.15847 2.17616 1.87423 0.651659 -0.926529 -2.9158 -3.77908 -3.32564
41.005 -0.275222 -0.307008 -0.3119 -0.461672 -0.850157 -1.31884 -1.34 -0.0941495 3.02642 2.27297 -2.3815 -3.44962 -2.1873 -0.341932 0.266766 0.889884 2.3804 2.32511 1.06207 -0.540393 -2.52585 -3.50993 -3.22185
41.055 -0.23655 -0.261229 -0.300469 -0.528606 -1.0035 -1.49241 -1.38772 0.162879 3.6529 2.65744 -2.56986 -3.77182 -2.547 -0.816545 -0.189169 0.650722 2.43842 2.57252 1.32246 -0.19219 -2.02651 -3.09494 -3.01558
41.105 -0.193651 -0.216838 -0.300557 -0.612834 -1.16473 -1.64761 -1.39328 0.4426 4.19471 2.95919 -2.71764 -4.03501 -2.84293 -1.19347 -0.523666 0.450098 2.36075 2.61645 1.41586 0.0963498 -1.42965 -2.53799 -2.7054
41.155 -0.147557 -0.176319 -0.313984 -0.711778 -1.32557 -1.77585 -1.35811 0.727282 4.63542 3.18123 -2.81288 -4.21758 -3.06206 -1.48178 -0.762711 0.275985 2.17731 2.49713 1.366 0.321797 -0.762264 -1.86273 -2.29955
41.205 -0.0999896 -0.142137 -0.341328 -0.82141 -1.47826 -1.87189 -1.28696 1.0007 4.96581 3.32972 -2.84317 -4.29853 -3.1941 -1.69827 -0.93832 0.11274 1.91008 2.25208 1.20614 0.485954 -0.0531168 -1.08688 -1.79936
41.255 -0.0530804 -0.116231 -0.381575 -0.936364 -1.61592 -1.93396 -1.18835 1.24681 5.18148 3.41309 -2.79643 -4.25933 -3.22888 -1.85577 -1.07261 -0.052611 1.56122 1.89312 0.952893 0.590271 0.679046 -0.22022 -1.20202
