3.661969999999999809e-02 1.740619999999999945e-01 1.468859999999999888e-01 1.708139999999999936e-01 6.137549999999999950e-02 1.603420000000000123e-01 1.433869999999999867e-01 1.065730000000000011e-01
1.518889999999999962e-01 1.868259999999999921e-01 1.803639999999999965e-01 7.423340000000000494e-02 1.603799999999999948e-01 1.425539999999999863e-01 1.588930000000000065e-01 1.431320000000000092e-01
1.608209999999999917e-01 1.570070000000000077e-01 1.575979999999999881e-01 1.482249999999999956e-01 1.742670000000000052e-01 1.616879999999999984e-01 1.850529999999999953e-01 2.076139999999999930e-01
1.549599999999999866e-01 1.548869999999999969e-01 1.794300000000000062e-01 1.182399999999999979e-01 4.734109999999999707e-02 1.565850000000000020e-01 1.549989999999999979e-01 1.525249999999999939e-01
2.022760000000000113e-01 1.653870000000000062e-01 1.694390000000000063e-01 1.718739999999999990e-01 1.399799999999999933e-01 1.720230000000000092e-01 1.071550000000000002e-01 1.471570000000000100e-01
1.580550000000000010e-01 1.649349999999999983e-01 1.413570000000000104e-01 1.468029999999999891e-01 1.465380000000000016e-01 1.647770000000000068e-01 1.647859999999999880e-01 2.357879999999999976e-01
1.517600000000000060e-01 6.726239999999999997e-02 1.172770000000000062e-01 1.499219999999999997e-01 1.529210000000000014e-01 1.703349999999999864e-01 1.598110000000000086e-01 1.678379999999999872e-01
1.290890000000000093e-01 1.672949999999999993e-01 1.696950000000000125e-01 1.628950000000000120e-01 1.612699999999999967e-01 1.620489999999999986e-01 1.650040000000000118e-01 1.500209999999999877e-01
1.527189999999999936e-01 1.511889999999999901e-01 1.656839999999999979e-01 1.594119999999999981e-01 1.801899999999999891e-01 5.675419999999999771e-02 1.821659999999999946e-01 7.861319999999999419e-02
1.699199999999999877e-01 2.230379999999999863e-01 1.473129999999999995e-01 1.666860000000000008e-01 1.442390000000000061e-01 1.859099999999999919e-01 1.680780000000000052e-01 5.088469999999999799e-02
1.467090000000000061e-01 1.606069999999999998e-01 1.361410000000000120e-01 1.702230000000000132e-01 1.605580000000000063e-01 6.506259999999999821e-02 1.984839999999999938e-01 1.705250000000000099e-01
1.856869999999999910e-01 2.034169999999999867e-01 1.228550000000000059e-01 1.169520000000000004e-01 8.547689999999999455e-02 1.587349999999999872e-01 1.732809999999999906e-01 1.780329999999999968e-01
1.378699999999999926e-01 1.558710000000000095e-01 1.715339999999999920e-01 8.911360000000000114e-02 1.473329999999999917e-01 1.197229999999999961e-01 1.448629999999999918e-01 1.594170000000000031e-01
